priority,address_id,territory,street,house_number,destination_lat,destination_lon,router_distance_km,router_duration_min,snap_distance_m,detour_factor,coverage_level,best_control_id,anomaly_reasons,expected_information_gain,recommended_manual_action,owner_review_required
HIGH,w356960996,Бендеры,переулок Текстильщиков,2,46.78845,29.48091,4.4655,5.370,12.79,1.132,UNCOVERED,MY-020,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w356961001,Бендеры,Красноармейская улица,1б,46.78899,29.48177,4.4679,4.977,21.08,1.151,UNCOVERED,MY-020,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w356961005,Бендеры,Красноармейская улица,131,46.7896,29.48137,4.4005,4.723,11.46,1.154,UNCOVERED,MY-020,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,w367552889,Протягайловка,Первомайская улица,51,46.82941,29.44091,6.7620,8.768,36.26,2.068,STRONG_COVERAGE,MY-040,DESTINATION_SNAP_GT30M;STRONG_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w367553685,Гиска,улица Суворова,24,46.79136,29.47625,3.8950,3.853,27.50,1.066,STRONG_COVERAGE,MY-020,SNAPPED_STREET_NAME_MISMATCH;STRONG_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w367553908,Гиска,улица Мира,32,46.79034,29.47627,4.0197,4.040,13.36,1.067,STRONG_COVERAGE,MY-013,STREET_NAME_VARIANT;STRONG_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w399048812,Бендеры,улица Энгельса,5а,46.84507,29.48043,3.3843,4.947,32.20,1.431,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w399048967,Бендеры,Парканская улица,11,46.84557,29.48698,4.1312,6.660,21.33,1.700,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w399048969,Бендеры,Парканская улица,9,46.84582,29.48654,4.0935,6.570,12.84,1.669,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,w399052058,Бендеры,улица 50 лет ВЛКСМ,5а/1,46.83019,29.46542,5.8865,6.292,43.18,3.875,PARTIAL_COVERAGE,MY-085,DESTINATION_SNAP_GT30M;PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w400824549,Бендеры,Южная улица,23,46.78737,29.47808,4.4548,5.037,18.02,1.092,UNCOVERED,MY-014,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w400824556,Бендеры,Индустриальная улица,20,46.79052,29.4775,4.0575,4.120,22.04,1.087,WEAK_COVERAGE,MY-013,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w401161034,Протягайловка,улица Штефан чел Маре,10,46.82074,29.44128,6.4612,8.422,15.03,2.017,STRONG_COVERAGE,MY-054,STREET_NAME_VARIANT;STRONG_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w401165487,Гиска,Театральная улица,8а,46.78173,29.43214,7.0826,8.118,23.29,1.164,UNCOVERED,MY-008,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w402777351,Гиска,улица Мира,38,46.78984,29.47622,4.0640,4.008,27.19,1.063,STRONG_COVERAGE,MY-020,SNAPPED_STREET_NAME_MISMATCH;STRONG_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w402777357,Гиска,улица Кирова,32,46.78978,29.47138,4.4460,6.187,19.12,1.141,WEAK_COVERAGE,MY-013,STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404680628,Бендеры,улица Чапаева,21,46.81048,29.47514,2.3580,3.223,15.85,1.465,WEAK_COVERAGE,MY-034,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404770743,Бендеры,2-й переулок Кутузова,3,46.85082,29.48254,4.1822,6.522,20.37,1.396,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w404770745,Бендеры,2-й переулок Кутузова,9,46.85081,29.48315,4.2268,6.628,52.59,1.412,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,w404770746,Бендеры,1-й переулок Кутузова,15а,46.85112,29.48328,4.2244,6.597,50.48,1.395,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404770749,Бендеры,2-й переулок Кутузова,15,46.8506,29.48367,4.2210,7.247,52.97,1.421,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w404770750,Бендеры,2-й переулок Кутузова,17,46.85055,29.48384,4.2201,7.243,43.07,1.423,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404770751,Бендеры,улица Кутузова,19а,46.85213,29.48393,4.7426,7.555,14.39,1.509,WEAK_COVERAGE,MY-004,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404770752,Бендеры,1-й переулок Кутузова,19,46.85216,29.48444,4.8164,7.732,20.27,1.531,WEAK_COVERAGE,MY-004,STREET_DISTANCE_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w404770760,Бендеры,улица Кутузова,38,46.85339,29.48343,4.5978,7.180,9.15,1.401,WEAK_COVERAGE,MY-004,SNAPPED_STREET_NAME_MISMATCH;UNIQUE_TERMINAL_BRANCH;WEAK_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404772339,Бендеры,2-й переулок Кутузова,6,46.85062,29.48208,4.1742,6.502,20.37,1.403,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404772340,Бендеры,2-й переулок Кутузова,8а,46.85054,29.48235,4.1948,6.552,11.59,1.415,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404772341,Бендеры,1-й переулок Кутузова,15,46.85138,29.48238,4.1948,6.527,17.86,1.372,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404772345,Бендеры,1-й переулок Кутузова,7,46.85098,29.48146,4.1098,6.325,23.85,1.363,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404772346,Бендеры,1-й переулок Кутузова,2б,46.8501,29.48089,4.0280,6.128,34.90,1.379,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404772347,Бендеры,1-й переулок Кутузова,30,46.85017,29.48052,4.0029,6.068,19.77,1.366,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404772351,Бендеры,1-й переулок Кутузова,5,46.85084,29.48133,4.0925,6.283,17.43,1.364,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,w404772353,Бендеры,улица Энгельса,28,46.84992,29.48062,3.9215,5.882,33.60,1.351,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404772361,Бендеры,улица Энгельса,22,46.84918,29.48146,3.8252,5.737,73.70,1.358,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT60M;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404774408,Бендеры,улица Гайдара,3,46.84844,29.4822,4.0576,6.608,25.21,1.485,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w404774412,Бендеры,улица Гайдара,4,46.8481,29.48276,3.8314,5.943,33.40,1.423,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,w404774413,Бендеры,улица Гайдара,2,46.84797,29.48266,3.8136,5.900,37.39,1.424,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404774415,Бендеры,улица Гайдара,7а,46.84943,29.48329,4.0006,6.415,10.74,1.408,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404774417,Бендеры,улица Гайдара,9,46.84976,29.48336,4.0334,6.493,14.16,1.402,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,w404774418,Бендеры,2-й переулок Кутузова,10,46.85001,29.48249,4.2345,6.648,49.26,1.457,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404776036,Бендеры,Колхозный переулок,1а,46.84324,29.47677,3.5872,5.833,27.21,1.626,WEAK_COVERAGE,MY-004,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404776039,Бендеры,Парканская улица,19,46.8445,29.48683,3.7054,5.975,40.05,1.604,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w404776041,Бендеры,Парканская улица,17,46.84466,29.48746,4.2149,6.862,30.83,1.806,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404776044,Бендеры,улица Кутузова,2а,46.84542,29.48508,4.0669,6.778,20.63,1.695,WEAK_COVERAGE,MY-004,STREET_DURATION_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404791984,Бендеры,улица Кутузова,1,46.84543,29.48442,4.0455,6.535,10.54,1.687,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404791985,Бендеры,улица Кутузова,28,46.84925,29.48492,4.0583,6.485,20.64,1.437,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404798005,Бендеры,улица Кутузова,24,46.84814,29.48553,4.0365,6.465,30.49,1.493,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404798009,Бендеры,улица Кутузова,22,46.84798,29.48556,4.0189,6.423,26.70,1.496,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404798017,Бендеры,улица Кутузова,5а,46.84602,29.48445,3.9801,6.377,9.04,1.615,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404798026,Бендеры,переулок Грибоедова,4а,46.84598,29.48499,4.0040,6.540,21.24,1.627,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w404798035,Бендеры,Парканская улица,7,46.84685,29.48613,3.9798,6.353,17.21,1.552,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w404859441,Бендеры,Подольский переулок,13,46.84671,29.48008,3.6578,5.590,16.49,1.435,WEAK_COVERAGE,MY-004,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w404859442,Бендеры,улица Энгельса,13,46.8465,29.48046,3.5429,5.243,32.21,1.404,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w404859443,Бендеры,Подольский переулок,12,46.84706,29.4797,3.6658,5.608,30.96,1.415,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w405093285,Бендеры,улица Энгельса,38а,46.85172,29.48014,4.1247,6.185,49.14,1.329,WEAK_COVERAGE,MY-004,DESTINATION_SNAP_GT30M;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w405093288,Бендеры,улица Энгельса,34,46.85074,29.48018,4.0185,6.025,24.66,1.342,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w405093290,Бендеры,улица Энгельса,38,46.85117,29.48003,4.0676,6.098,25.60,1.336,WEAK_COVERAGE,MY-004,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w405112643,Бендеры,улица Тимирязева,19/2,46.78612,29.48165,4.8083,7.442,17.81,1.145,UNCOVERED,MY-013,LOCAL_CORRIDOR_DISCONTINUITY;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNCOVERED;UNIQUE_TERMINAL_BRANCH,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w405112651,Бендеры,улица Тимирязева,2,46.78537,29.48693,5.2331,5.923,24.47,1.219,UNCOVERED,MY-020,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w405112653,Бендеры,улица Тимирязева,4,46.78534,29.48719,5.2134,5.902,28.36,1.213,UNCOVERED,MY-020,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w405112654,Бендеры,улица Тимирязева,6,46.78528,29.48745,5.1937,5.882,35.70,1.207,UNCOVERED,MY-020,DESTINATION_SNAP_GT30M;UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w405112655,Бендеры,улица Тимирязева,8,46.78531,29.48772,5.2146,5.912,17.72,1.212,UNCOVERED,MY-020,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w405112664,Бендеры,Южная улица,2,46.78988,29.47763,4.1394,4.278,27.88,1.088,WEAK_COVERAGE,MY-013,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w405112665,Бендеры,Южная улица,4,46.78976,29.47761,4.1564,4.320,27.72,1.089,WEAK_COVERAGE,MY-013,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
